domain,freq_data_us,wilson
candgnews.com,15,
swnewsmedia.com,15,
marionstar.com,15,
goskagit.com,15,
daily-journal.com,15,
fox10tv.com,15,0.5697
khq.com,15,0.3451
krcrtv.com,15,-0.0139
ksbw.com,15,-0.0217
ktsm.com,15,
milenio.com,15,
lowellsun.com,14,-0.0426
timesfreepress.com,14,-0.0026
journal-news.com,14,0.0948
rapidcityjournal.com,14,0.2475
news-herald.com,14,0.3225
yorknewstimes.com,14,0.6552
alamosanews.com,14,
capegazette.com,14,
pdclarion.com,14,
cassville-democrat.com,14,
columbusalive.com,14,
visaliatimesdelta.com,14,
selmatimesjournal.com,14,
antena3.com,14,-0.1923
kesq.com,14,0.1353
ksfy.com,14,0.4237
ktbs.com,14,0.36
theconservativetreehouse.com,14,0.8907
wrex.com,14,
inthesetimes.com,13,-0.7717
prospect.org,13,-0.7318
publicintegrity.org,13,-0.3638
tauntongazette.com,13,-0.2459
collegemagazine.com,13,-0.056
adelaidenow.com.au,13,-0.0409
sunnyskyz.com,13,0.0206
nrtoday.com,13,0.0254
niagara-gazette.com,13,0.1133
southbendtribune.com,13,0.1353
mdjonline.com,13,0.2428
madworldnews.com,13,0.8051
frontpagemag.com,13,0.8359
stream.org,13,0.8676
times-standard.com,13,
thecitizen.com,13,
mansfieldnewsjournal.com,13,
kdlt.com,13,0.4655
kmph.com,13,
wwaytv3.com,13,0.4484
rsf.org,12,-0.5034
mainichi.jp,12,-0.4552
macleans.ca,12,-0.3833
publicpolicypolling.com,12,-0.3491
oneidadispatch.com,12,-0.2601
sj-r.com,12,-0.2453
vancouversun.com,12,-0.1695
thescottishsun.co.uk,12,-0.0443
auburnpub.com,12,-0.0307
ibj.com,12,0.1099
prweb.com,12,0.1293
oleantimesherald.com,12,0.1677
theintelligencer.net,12,0.2689
jacksonsun.com,12,0.4223
hutchnews.com,12,0.6133
crtv.com,12,0.9339
hpenews.com,12,
grandlakenews.com,12,
mercedsunstar.com,12,
monroenews.com,12,
sharonherald.com,12,
blufftontoday.com,12,
villagesoup.com,12,
shelbycountyreporter.com,12,
mihomepaper.com,12,
abc-7.com,12,0.4118
cbs46.com,12,0.2506
kplctv.com,12,0.5041
attn.com,11,-0.6387
thedp.com,11,-0.5556
dailyprogress.com,11,-0.3991
missoulian.com,11,-0.3516
newsreview.com,11,-0.272
wsws.org,11,-0.1834
vcstar.com,11,-0.0749
nwaonline.com,11,-0.0476
theday.com,11,-0.0263
newburyportnews.com,11,0.1527
caller.com,11,0.2322
theledger.com,11,0.3499
thedailynewsonline.com,11,0.4566
thenewsenterprise.com,11,0.4726
hmbreview.com,11,
ifallsjournal.com,11,
norwalkreflector.com,11,
westmilfordmessenger.com,11,
independentmail.com,11,
mymalonetelegram.com,11,
thepostsearchlight.com,11,
13wmaz.com,11,0.059
wktv.com,11,0.2591
wtap.com,11,
thevillager.com,10,-0.7859
theage.com.au,10,-0.3447
bismarcktribune.com,10,-0.2806
ledger-enquirer.com,10,-0.199
mintpressnews.com,10,-0.1743
newindianexpress.com,10,-0.0819
azcapitoltimes.com,10,-0.0592
times-news.com,10,-0.02
pottsmerc.com,10,0.0824
kitsapsun.com,10,0.1944
cumberlink.com,10,0.2777
newsadvance.com,10,0.3471
marinecorpstimes.com,10,0.409
newsherald.com,10,0.5541
firstthings.com,10,0.6961
billoreilly.com,10,0.9113
baxterbulletin.com,10,
oconeeenterprise.com,10,
pal-item.com,10,
miningjournal.net,10,
newstribune.com,10,
cedarrepublican.com,10,
manchestertimes.com,10,
newportplaintalk.com,10,
courieranywhere.com,10,
nvdaily.com,10,
wdtimes.com,10,
pressenterpriseonline.com,10,
times-gazette.com,10,
thecourierexpress.com,10,
davisclipper.com,10,
cheddar.com,10,-0.1446
krem.com,10,0.081
kttc.com,10,
pressandjournal.co.uk,10,
week.com,10,
themarshallproject.org,9,-0.7337
washingtonmonthly.com,9,-0.6629
vnews.com,9,-0.3858
mainebiz.biz,9,-0.2073
fredericksburg.com,9,-0.1827
centraljersey.com,9,-0.1506
bellinghamherald.com,9,-0.0871
liherald.com,9,-0.084
seacoastonline.com,9,-0.0714
sgvtribune.com,9,-0.0625
gjsentinel.com,9,-0.0419
repubblica.it,9,-0.0197
flkeysnews.com,9,-0.0106
timesleader.com,9,0.0405
buckscountycouriertimes.com,9,0.1298
greenbaypressgazette.com,9,0.1576
newswire.com,9,0.225
wcfcourier.com,9,0.2743
nwfdailynews.com,9,0.5121
goshennews.com,9,
carycitizen.com,9,
morganton.com,9,
claremoreprogress.com,9,
spartalive.com,9,
kdhnews.com,9,
yourstephenvilletx.com,9,
dothaneagle.com,9,
riverreporter.com,9,
macombdaily.com,9,
mankatofreepress.com,9,
eastidahonews.com,9,0.646
roguerocket.com,9,
smartnews.com,9,0.0467
wach.com,9,
sacurrent.com,8,-0.7248
yaledailynews.com,8,-0.5554
dailycal.org,8,-0.3892
tucsonweekly.com,8,-0.268
sevendaysvt.com,8,-0.2013
concordmonitor.com,8,-0.1948
deccanchronicle.com,8,-0.072
recordnet.com,8,0.0859
heraldonline.com,8,0.0988
consortiumnews.com,8,0.1885
journaltimes.com,8,0.1937
yorkdispatch.com,8,0.1967
creators.com,8,0.255
eveningsun.com,8,0.341
dcourier.com,8,0.3942
gazettes.com,8,
theridgefieldpress.com,8,
postregister.com,8,
bellevueheraldleader.com,8,
hollandsentinel.com,8,
presspubs.com,8,
theleafchronicle.com,8,
tullahomanews.com,8,
bladenjournal.com,8,
thetandd.com,8,
gosanangelo.com,8,
vvdailypress.com,8,
leavenworthtimes.com,8,
kten.com,8,
ktvz.com,8,0.0835
ktxs.com,8,
newsy.com,8,0.0144
wnyt.com,8,0.0305
therealnews.com,7,-0.7059
niemanlab.org,7,-0.6013
dailytexanonline.com,7,-0.3615
santafenewmexican.com,7,-0.3513
artvoice.com,7,-0.25
thedrum.com,7,-0.2465
theeagle.com,7,-0.0928
bozemandailychronicle.com,7,-0.0883
pamplinmedia.com,7,-0.0585
chattanoogan.com,7,0.045
democratherald.com,7,0.057
theintell.com,7,0.0599
alligator.org,7,0.092
vaildaily.com,7,0.1017
theworldlink.com,7,0.1256
postbulletin.com,7,0.1734
newjerseyhills.com,7,0.179
dailybulletin.com,7,0.1866
courier-tribune.com,7,0.2197
timeswv.com,7,0.247
independenttribune.com,7,0.4468
the-dispatch.com,7,0.4512
nysun.com,7,0.5494
crisismagazine.com,7,0.872
aim.org,7,0.8851
sdcitybeat.com,7,
suwanneedemocrat.com,7,
dnews.com,7,
thebraziltimes.com,7,
hometownlife.com,7,
clarecountyreview.com,7,
themorningsun.com,7,
springfieldnewssun.com,7,
zanesvilletimesrecorder.com,7,
dailyrepublic.com,7,
brainerddispatch.com,7,
donaldsonvillechief.com,7,
fox47news.com,7,
ktre.com,7,
lanacion.com.ar,7,-0.2291
wane.com,7,0.1797
progressive.org,6,-0.8814
thebaffler.com,6,-0.7773
revealnews.org,6,-0.6576
pghcitypaper.com,6,-0.635
straight.com,6,-0.5679
gazettenet.com,6,-0.5306
thenews.com.pk,6,-0.456
laopinion.com,6,-0.4552
crainsnewyork.com,6,-0.4086
project-syndicate.org,6,-0.4049
leadertelegram.com,6,-0.2525
bendbulletin.com,6,-0.1403
thesunchronicle.com,6,-0.075
dailyjournal.net,6,0.0246
tri-cityherald.com,6,0.045
thedailyjournal.com,6,0.0551
kentuckynewera.com,6,0.1049
newarkpostonline.com,6,0.1144
indianagazette.com,6,0.1641
capemaycountyherald.com,6,0.1802
houmatoday.com,6,0.1836
lubbockonline.com,6,0.2126
somdnews.com,6,0.2132
amestrib.com,6,0.2889
eastvalleytribune.com,6,0.3395
jaxdailyrecord.com,6,0.424
starherald.com,6,0.4627
robesonian.com,6,0.5139
madriverunion.com,6,
pasadenanow.com,6,
ladowntownnews.com,6,
mtdemocrat.com,6,
keysnews.com,6,
mauinews.com,6,
thetimesweekly.com,6,
carrollcountycomet.com,6,
ironmountaindailynews.com,6,
chroniclet.com,6,
northwestsignal.net,6,
herald-citizen.com,6,
advocateanddemocrat.com,6,
richfieldreaper.com,6,
hngnews.com,6,
wausaudailyherald.com,6,
globalissues.org,6,
insidenova.com,6,
enewscourier.com,6,
thehawkeye.com,6,
lucianne.com,6,
thepamliconews.com,6,
scnow.com,6,
rheaheraldnews.com,6,
i24news.tv,6,0.0719
kadn.com,6,
jacksonfreepress.com,5,-0.8329
opendemocracy.net,5,-0.6732
seattleweekly.com,5,-0.6142
newhavenindependent.org,5,-0.5474
brooklyneagle.com,5,-0.5115
asahi.com,5,-0.4076
memphisflyer.com,5,-0.3911
galvnews.com,5,-0.3651
vineyardgazette.com,5,-0.3615
summitdaily.com,5,-0.3456
independent.com,5,-0.3052
dailyfreeman.com,5,-0.2551
mid-day.com,5,-0.2486
gazettetimes.com,5,-0.2168
aspentimes.com,5,-0.1952
guardianlv.com,5,-0.179
gloucestertimes.com,5,-0.0564
midhudsonnews.com,5,-0.0026
journalgazette.net,5,0.0015
greatfallstribune.com,5,0.0387
lasvegasweekly.com,5,0.0395
theprovince.com,5,0.0963
dailyrecord.com,5,0.2389
gastongazette.com,5,0.2891
businessreport.com,5,0.4646
standard.net,5,0.4708
businessobserverfl.com,5,0.628
canadafreepress.com,5,0.8944
syvnews.com,5,
srpmic-nsn.gov,5,
iecn.com,5,
yoursun.com,5,
gwinnettdailypost.com,5,
pikecountygeorgia.com,5,
civilbeat.org,5,
clintonherald.com,5,
thetimesherald.com,5,
hastingsstargazette.com,5,
4bcaonline.com,5,
sent-trib.com,5,
thenews-messenger.com,5,
augustafreepress.com,5,
methowvalleynews.com,5,
marshfieldnewsherald.com,5,
gmtoday.com,5,
thenewsherald.com,5,
conwaydailysun.com,5,
wellsvilledaily.com,5,
wnewsj.com,5,
njeffersonnews.com,5,
bastropenterprise.com,5,
heraldbulletin.com,5,
tdn.com,5,
maconcountytimes.com,5,
ansa.it,5,-0.0985
fourstateshomepage.com,5,
kyma.com,5,
newsnet5.com,5,0.1561
telemundo51.com,5,
wxow.com,5,
abclocal.go.com,5,-0.001
dotnews.com,4,-0.7934
sfbayview.com,4,-0.7262
eugeneweekly.com,4,-0.7197
fair.org,4,-0.6554
qchron.com,4,-0.5258
nashvillescene.com,4,-0.3931
thecharlottepost.com,4,-0.3357
burlingtonfreepress.com,4,-0.334
ithacajournal.com,4,-0.3251
newswise.com,4,-0.3074
durangoherald.com,4,-0.1143
financialexpress.com,4,-0.1017
27east.com,4,-0.0899
sentinelsource.com,4,-0.0849
timescall.com,4,-0.0774
middletownpress.com,4,-0.0745
crainsdetroit.com,4,-0.0461
chieftain.com,4,0.005
registercitizen.com,4,0.0268
ncnewsonline.com,4,0.0974
saratogian.com,4,0.198
gantdaily.com,4,0.225
magicvalley.com,4,0.254
njherald.com,4,0.2805
sungazette.com,4,0.2819
hastingstribune.com,4,0.4223
amarillo.com,4,0.4287
newsandsentinel.com,4,0.4614
columbustelegram.com,4,0.5139
winchesterstar.com,4,
news-journal.com,4,
nogalesinternational.com,4,
lodinews.com,4,
trumbulltimes.com,4,
journal-topics.com,4,
jg-tc.com,4,
journal-republican.com,4,
whig.com,4,
akronhometowner.com,4,
freemanjournal.net,4,
paintsvilleherald.com,4,
eunicetoday.com,4,
timesrecord.com,4,
bellevilleareaindependent.com,4,
grbj.com,4,
crowrivermedia.com,4,
virginiamn.com,4,
houstonherald.com,4,
hcpress.com,4,
clintonnc.com,4,
yesweekly.com,4,
rockymounttelegram.com,4,
lancastereaglegazette.com,4,
tillamookheadlightherald.com,4,
theprogressnews.com,4,
thepublicopinion.com,4,
overtoncountynews.com,4,
ntxe-news.com,4,
reformer.com,4,
dansvilleonline.com,4,
laurinburgexchange.com,4,
oakridger.com,4,
brownsvilleherald.com,4,
mrt.com,4,
meridianstar.com,4,
eveningtribune.com,4,
demopolistimes.com,4,
taftmidwaydriller.com,4,
thekansan.com,4,
mcalesternews.com,4,
abc45.com,4,
elespectador.com,4,-0.3703
keyt.com,4,
kjct8.com,4,
kswo.com,4,0.4484
nbc10.com,4,
wtvq.com,4,0.1737
wvva.com,4,0.2466
colorlines.com,3,-0.8871
gothamgazette.com,3,-0.7524
recorder.com,3,-0.4388
capenews.net,3,-0.4094
khaleejtimes.com,3,-0.2845
charlestoncitypaper.com,3,-0.2073
mtstandard.com,3,-0.1776
fltimes.com,3,-0.1654
noozhawk.com,3,-0.1284
edmontonjournal.com,3,-0.104
calgaryherald.com,3,-0.0708
thehindubusinessline.com,3,-0.0209
hartfordbusiness.com,3,0.0009
thedailystar.com,3,0.0134
dailygazette.com,3,0.0368
dailycomet.com,3,0.045
njbiz.com,3,0.1044
eastoregonian.com,3,0.1076
capitalpress.com,3,0.1113
register-herald.com,3,0.1274
dukechronicle.com,3,0.1741
calgarysun.com,3,0.2658
reporterherald.com,3,0.2672
shelbystar.com,3,0.3621
salina.com,3,0.5187
edmondsun.com,3,0.58
cdapress.com,3,0.6114
newtimesslo.com,3,
avenuenews.com,3,
rdrnews.com,3,
thecallnews.com,3,
frontiersman.com,3,
grandcanyonnews.com,3,
desertnews.com,3,
pleasantonweekly.com,3,
smmirror.com,3,
northfulton.com,3,
rvpnews.com,3,
heraldargus.com,3,
salemleader.com,3,
maqnews.com,3,
wintersetmadisonian.com,3,
thetimestribune.com,3,
bridgton.com,3,
hillsdale.net,3,
wctrib.com,3,
msbusiness.com,3,
auroraadvertiser.net,3,
monett-times.com,3,
indexnewspaper.com,3,
yourdailyjournal.com,3,
thedigitalcourier.com,3,
westbendnews.net,3,
kentontimes.com,3,
miamiok.com,3,
standard-journal.com,3,
free-times.com,3,
reporternews.com,3,
thefacts.com,3,
portlavacawave.com,3,
tdtnews.com,3,
timesargus.com,3,
benningtonbanner.com,3,
southwhidbeyrecord.com,3,
chinookobserver.com,3,
powelltribune.com,3,
americanbazaaronline.com,3,
chicagomaroon.com,3,
sandmountainreporter.com,3,
times-journal.com,3,
appeal-democrat.com,3,
fontanaheraldnews.com,3,
myvalleynews.com,3,
ukiahdailyjournal.com,3,
ourmidland.com,3,
gouverneurtribunepress.com,3,
timesreporter.com,3,
therecordherald.com,3,
kokomoperspective.com,3,
citizentribune.com,3,
advocatepress.com,3,
messagemedia.com,3,
neagle.com,3,
baycitytribune.com,3,
fox43tv.com,3,
hotnews.ro,3,
kmiz.com,3,
kotatv.com,3,0.1353
kq2.com,3,
kulr8.com,3,
nbc16.com,3,-0.3385
nbc24.com,3,
vpr.org,3,
waow.com,3,
wdam.com,3,0.1866
wicz.com,3,0.0948
wkowtv.com,3,
wlfi.com,3,
wsav.com,3,0.0089
wvah.com,3,
dissentmagazine.org,2,-0.857
msmagazine.com,2,-0.8201
philadelphiaweekly.com,2,-0.5648
worldpressphoto.org,2,-0.5482
telegraphindia.com,2,-0.5449
cornellsun.com,2,-0.5338
hudsonreporter.com,2,-0.5057
news.berkeley.edu,2,-0.4855
michigandaily.com,2,-0.4827
journalism.org,2,-0.381
westport-news.com,2,-0.2585
miamitimesonline.com,2,-0.25
flatheadbeacon.com,2,-0.2401
thedailyrecord.com,2,-0.2061
brooklynreporter.com,2,-0.2004
winnipegfreepress.com,2,-0.1939
canberratimes.com.au,2,-0.1877
newswire.ca,2,-0.1763
taosnews.com,2,-0.1751
afr.com,2,-0.1531
newsminer.com,2,-0.1174
njtoday.net,2,-0.1107
cityweekly.net,2,-0.0958
patriotledger.com,2,-0.0867
pressrepublican.com,2,-0.0708
sentinelandenterprise.com,2,-0.0686
longislandpress.com,2,-0.0461
milforddailynews.com,2,-0.0005
nhbr.com,2,0.0015
stargazette.com,2,0.018
daily-times.com,2,0.045
enterprisenews.com,2,0.0559
therepublic.com,2,0.0761
dailyindependent.com,2,0.0761
libn.com,2,0.0951
norwichbulletin.com,2,0.1192
timesonline.com,2,0.1328
observer-reporter.com,2,0.1999
timescolonist.com,2,0.2173
mpnnow.com,2,0.2295
meadvilletribune.com,2,0.2851
neworleanscitybusiness.com,2,0.3105
normantranscript.com,2,0.3523
bgdailynews.com,2,0.3749
aberdeennews.com,2,0.4177
stwnewspress.com,2,0.4391
yourobserver.com,2,0.4942
enidnews.com,2,0.5259
fremonttribune.com,2,0.6413
gettysburgtimes.com,2,
timestelegram.com,2,
thegardenisland.com,2,
oaoa.com,2,
birminghamtimes.com,2,
thearcticsounder.com,2,
ajnews.com,2,
bentoncourier.com,2,
whittierdailynews.com,2,
gilroydispatch.com,2,
highlandnews.net,2,
metnews.com,2,
malibutimes.com,2,
montereycountyweekly.com,2,
paradisepost.com,2,
ridgecrestca.com,2,
smdailyjournal.com,2,
signalscv.com,2,
santamariasun.com,2,
santamariatimes.com,2,
turlockjournal.com,2,
canoncitydailyrecord.com,2,
lajuntatribunedemocrat.com,2,
lakecityreporter.com,2,
pontevedrarecorder.com,2,
theatlantavoice.com,2,
mundohispanico.com,2,
tribuneledgernews.com,2,
times-herald.com,2,
unionrecorder.com,2,
emanuelcountylive.com,2,
hawaiitribune-herald.com,2,
tetonvalleynews.net,2,
theintelligencer.com,2,
forestparkreview.com,2,
journalstandard.com,2,
dailyregister.com,2,
myjournalcourier.com,2,
rockrivertimes.com,2,
thenewsdispatch.com,2,
charlescitypress.com,2,
monticelloexpress.com,2,
linncountynews.net,2,
harrodsburgherald.com,2,
oldhamera.com,2,
smileypete.com,2,
americanpress.com,2,
dailyworld.com,2,
machiasnews.com,2,
thereminder.com,2,
homenewshere.com,2,
michigansthumb.com,2,
mibiz.com,2,
voicenews.com,2,
swcbulletin.com,2,
southwestjournal.com,2,
pipestonestar.com,2,
walkermn.com,2,
natchezdemocrat.com,2,
oxfordeagle.com,2,
starkvilledailynews.com,2,
vicksburgpost.com,2,
semissourian.com,2,
examiner.net,2,
thesalemnewsonline.com,2,
phtimes.net,2,
webstercountycitizen.com,2,
dailystarjournal.com,2,
beatricedailysun.com,2,
towntopics.com,2,
ruidosonews.com,2,
greatneckrecord.com,2,
suncommunitynews.com,2,
mpcourier.com,2,
norwoodnews.org,2,
mountolivetribune.com,2,
wschronicle.com,2,
jamestownsun.com,2,
westfargopioneer.com,2,
thecourier.com,2,
dailyadvocate.com,2,
limaohio.com,2,
theeveningleader.com,2,
sanduskyregister.com,2,
thevillagereporter.com,2,
the-daily-record.com,2,
buckscountyherald.com,2,
phoenixvillenews.com,2,
elkvalleytimes.com,2,
johnsoncitypress.com,2,
heraldandtribune.com,2,
dnj.com,2,
dentonrc.com,2,
marshallnewsmessenger.com,2,
palestineherald.com,2,
heralddemocrat.com,2,
waxahachietx.com,2,
godanriver.com,2,
suffolknewsherald.com,2,
columbiabasinherald.com,2,
ptleader.com,2,
newstribune.info,2,
rivertowns.net,2,
westhawaiitoday.com,2,
greensburgdailynews.com,2,
enterprisepub.com,2,
dailyjournalonline.com,2,
oswegocountynewsnow.com,2,
oswegocountytoday.com,2,
blackwelljournaltribune.net,2,
salem-news.com,2,
bradfordera.com,2,
progress-index.com,2,
smdp.com,2,
toacorn.com,2,
broomfieldenterprise.com,2,
doverpost.com,2,
aroundosceola.com,2,
carmitimes.com,2,
teutopolispress.com,2,
sjnewsonline.com,2,
middlesborodailynews.com,2,
montenews.com,2,
timesreview.com,2,
news-shield.com,2,
siasat.com,2,
abc6.com,2,-0.032
kolotv.com,2,0.2383
nbc5.com,2,
wxxv25.com,2,
tytnetwork.com,1,-0.9189
chicagoreporter.com,1,-0.8419
bostonreview.net,1,-0.8007
citypaper.com,1,-0.752
stlamerican.com,1,-0.7399
truth-out.org,1,-0.7375
sfreporter.com,1,-0.6463
thedailybanter.com,1,-0.6255
eastbayexpress.com,1,-0.5776
lasentinel.net,1,-0.5403
riverdalepress.com,1,-0.5237
pbn.com,1,-0.4213
atlantadailyworld.com,1,-0.3911
clclt.com,1,-0.3812
palmbeachdailynews.com,1,-0.3543
navajotimes.com,1,-0.3231
thedailystar.net,1,-0.3193
hurriyetdailynews.com,1,-0.2996
ithaca.com,1,-0.2775
paloaltoonline.com,1,-0.2732
dailybruin.com,1,-0.267
stanforddaily.com,1,-0.2425
nuvo.net,1,-0.2073
ctnow.com,1,-0.1834
juneauempire.com,1,-0.1741
westfaironline.com,1,-0.1626
montgomerynews.com,1,-0.1564
thetimesnews.com,1,-0.1148
mainlinemedianews.com,1,-0.0893
state-journal.com,1,-0.0621
pasadenastarnews.com,1,-0.0476
thechronicleherald.ca,1,-0.0381
einnews.com,1,-0.0241
armenianweekly.com,1,-0.0196
theislandnow.com,1,-0.0181
thewesterlysun.com,1,-0.0077
csindy.com,1,0.0201
burlingtoncountytimes.com,1,0.045
stardem.com,1,0.0735
delawarestatenews.net,1,0.0786
thedaonline.com,1,0.0786
timesherald.com,1,0.0859
heraldstandard.com,1,0.1172
themonitor.com,1,0.1228
thereporteronline.com,1,0.1298
tahlequahdailypress.com,1,0.1322
myrecordjournal.com,1,0.1408
thedickinsonpress.com,1,0.1744
rbj.net,1,0.1757
rep-am.com,1,0.2101
nashuatelegraph.com,1,0.2708
statesville.com,1,0.2761
emporiagazette.com,1,0.3673
thepilot.com,1,0.3727
dailycommercial.com,1,0.3996
wyomingnews.com,1,0.4074
idahobusinessreview.com,1,0.4086
rcnky.com,1,0.4172
havasunews.com,1,0.5122
gctelegram.com,1,0.5441
intellihub.com,1,0.6338
nptelegraph.com,1,0.678
projectveritasaction.com,1,0.8976
kdminer.com,1,
claremont-courier.com,1,
hanfordsentinel.com,1,
timesheraldonline.com,1,
newsitem.com,1,
victoriaadvocate.com,1,
shepherdexpress.com,1,
brewtonstandard.com,1,
clantonadvertiser.com,1,
cullmantimes.com,1,
gadsdenmessenger.com,1,
lagniappemobile.com,1,
newsaegis.com,1,
anchoragepress.com,1,
cvbugle.com,1,
verdenews.com,1,
silverbelt.com,1,
gvnews.com,1,
eacourier.com,1,
wmicentral.com,1,
willcoxrangenews.com,1,
carrollconews.com,1,
boonevilledemocrat.com,1,
thepress.net,1,
theava.com,1,
thecamarilloacorn.com,1,
cerescourier.com,1,
maderatribune.com,1,
davisenterprise.com,1,
thevalleychronicle.com,1,
rafu.com,1,
eccalifornian.com,1,
pasoroblesdailynews.com,1,
heraldpublications.com,1,
redwoodtimes.com,1,
theunion.com,1,
lagunabeachindy.com,1,
mountain-news.com,1,
kernvalleysun.com,1,
independentnews.com,1,
argonautnews.com,1,
mercedcountytimes.net,1,
orovillemr.com,1,
ranchosantafereview.com,1,
sandiego.com,1,
sdvoice.info,1,
goodtimes.sc,1,
smobserved.com,1,
northbaybusinessjournal.com,1,
tahoedailytribune.com,1,
thetahoeweekly.com,1,
tahoe.com,1,
mpacorn.com,1,
hidesertstar.com,1,
dailydemocrat.com,1,
aspendailynews.com,1,
pinerivertimes.com,1,
chaffeecountytimes.com,1,
fortmorgantimes.com,1,
beaconseniornews.com,1,
lamarledger.com,1,
northfortynews.com,1,
leadvilleherald.com,1,
montrosepress.com,1,
theheraldtimes.com,1,
hamlethub.com,1,
milfordmirror.com,1,
mycitizensnews.com,1,
ncadvertiser.com,1,
sussexcountian.com,1,
middletowntranscript.com,1,
thedestinlog.com,1,
lehighacrescitizen.com,1,
claytodayonline.com,1,
inweekly.net,1,
mysanfordherald.com,1,
reporternewspapers.net,1,
theblacksheartimes.com,1,
daily-tribune.com,1,
madisonjournaltoday.com,1,
dodgecountynews.com,1,
gainesvilletimes.com,1,
coastalcourier.com,1,
jacksonprogress-argus.com,1,
news-daily.com,1,
tribune-georgian.com,1,
henryherald.com,1,
moultrieobserver.com,1,
midweek.com,1,
idahocountyfreepress.com,1,
freepressnewspapers.com,1,
beverlyreview.net,1,
chicagocrusader.com,1,
chicagodefender.com,1,
hpherald.com,1,
lawndalenews.com,1,
nadignewspapers.com,1,
midweeknews.com,1,
lincolncourier.com,1,
kendallcountynow.com,1,
newsexaminer.com,1,
hartfordcitynewstimes.com,1,
weeklyview.net,1,
newsandtribune.com,1,
thecouriertimes.com,1,
washtimesherald.com,1,
flyergroup.com,1,
dewittobserver.com,1,
dyersvillecommercial.com,1,
timesrepublican.com,1,
muscatinejournal.com,1,
ottumwacourier.com,1,
stormlakepilottribune.com,1,
stormlake.com,1,
iolaregister.com,1,
republic-online.com,1,
peabodykansas.com,1,
tonganoxiemirror.com,1,
thenewsjournal.net,1,
sentinel-echo.com,1,
maysville-online.com,1,
westkentuckystar.com,1,
salyersvilleindependent.com,1,
heraldguide.com,1,
beauregarddailynews.net,1,
weeklycitizen.com,1,
sabinetoday.com,1,
press-herald.com,1,
iberianet.com,1,
rustonleader.com,1,
lcnme.com,1,
freepressonline.com,1,
mdcoastdispatch.com,1,
capecodchronicle.com,1,
thegardnernews.com,1,
leominsterchamp.com,1,
heraldpalladium.com,1,
tctimes.com,1,
sentinel-standard.com,1,
rockfordsquire.com,1,
thesalinepost.com,1,
belleplaineherald.com,1,
bemidjipioneer.com,1,
westsherburnetribune.com,1,
dl-online.com,1,
cookcountynews-herald.com,1,
herald-journal.com,1,
jacksoncountypilot.com,1,
marshallindependent.com,1,
chisagocountypress.com,1,
parkrapidsenterprise.com,1,
pineandlakes.com,1,
fillmorecountyjournal.com,1,
wadenapj.com,1,
windomnews.com,1,
cdispatch.com,1,
gwcommonwealth.com,1,
gulflive.com,1,
bransontrilakesnews.com,1,
buffaloreflex.com,1,
dosmundos.com,1,
neoshodailynews.com,1,
westplainsdailyquill.net,1,
ravallirepublic.com,1,
sewardindependent.com,1,
imperialrepublican.com,1,
jewishvoicesnj.org,1,
essexnewsdaily.com,1,
goleader.com,1,
news-bulletin.com,1,
hobbsnews.com,1,
scdailypress.com,1,
ourtownny.com,1,
observertoday.com,1,
indyeastend.com,1,
evesun.com,1,
leaderherald.com,1,
allotsego.com,1,
romesentinel.com,1,
saratogatodaynewspaper.com,1,
mooresvilletribune.com,1,
carolinacoastonline.com,1,
mtairynews.com,1,
obsentinel.com,1,
stateportpilot.com,1,
luminanews.com,1,
akron.com,1,
athensmessenger.com,1,
recordherald.com,1,
bryantimes.com,1,
dailystandard.com,1,
chillicothegazette.com,1,
morningjournalnews.com,1,
morningjournal.com,1,
putnamsentinel.com,1,
portsmouth-dailytimes.com,1,
sidneydailynews.com,1,
heraldstaronline.com,1,
timesbulletin.com,1,
xeniagazette.com,1,
thechronicleonline.com,1,
hoodrivernews.com,1,
lebanon-express.com,1,
newportnewstimes.com,1,
echo-pilot.com,1,
lockhaven.com,1,
titusvilleherald.com,1,
wcexaminer.com,1,
newportri.com,1,
eastbayri.com,1,
charlestonbusiness.com,1,
upstatetoday.com,1,
dailypostathenian.com,1,
stategazette.com,1,
williamsonherald.com,1,
wilsonpost.com,1,
murfreesboropost.com,1,
bowienewsonline.com,1,
hillcountrynews.com,1,
coveleaderpress.com,1,
parkcitiespeople.com,1,
fwweekly.com,1,
gonzalesinquirer.com,1,
heraldbanner.com,1,
valleymorningstar.com,1,
itemonline.com,1,
muleshoejournal.com,1,
navasotaexaminer.com,1,
weatherforddemocrat.com,1,
thecoalfieldprogress.com,1,
farmvilleherald.com,1,
thecarrollnews.com,1,
thecentralvirginian.com,1,
martinsvillebulletin.com,1,
easternshorepost.com,1,
fairfaxtimes.com,1,
rappnews.com,1,
bainbridgereview.com,1,
islandssounder.com,1,
sanjuanislander.com,1,
lyndentribune.com,1,
marysvilleglobe.com,1,
mi-reporter.com,1,
thevidette.com,1,
nwasianweekly.com,1,
sequimgazette.com,1,
waitsburgtimes.com,1,
mountainstatesman.com,1,
williamsondailynews.com,1,
beloitdailynews.com,1,
chetekalert.com,1,
hudsonstarobserver.com,1,
ehextra.com,1,
biztimes.com,1,
shawanoleader.com,1,
sheboyganpress.com,1,
gillettenewsrecord.com,1,
timesdaily.com,1,
choctawsun.org,1,
hartselleenquirer.com,1,
canyon-news.com,1,
pasadenaweekly.com,1,
berthoudsurveyor.com,1,
